symbol,security_name,listing_exchange,etf,financial_status,zip,sector,fullTimeEmployees,city,state,country,industry,twoHundredDayAverage,trailingAnnualDividendYield,averageDailyVolume10Day,regularMarketPreviousClose,open,averageVolume10days,dividendRate,regularMarketVolume,marketCap,averageVolume,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,dividendYield,bidSize,dayHigh,enterpriseToRevenue,forwardEps,revenueQuarterlyGrowth,bookValue,sharesShort,shortRatio,floatShares,enterpriseValue,regularMarketPrice,latest_dividend
AGNCO,"AGNC Investment Corp. - Depositary Shares, each representing a 1/1,000th interest in a share of Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock",Q,N,N,20814,Real Estate,51.0,Bethesda,MD,United States,REIT—Mortgage,23.594618,0.08695652,57785,22.31,22.5,57785,1.62,27927,,214562,22.27,0.0,26.59,,,0.0727,1000.0,22.54,-38.76,,,14.636,,,555558553.0,74069925888.0,22.5,0.406
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,Q,Y,N,,,,,,,,39.69147,,15542,37.96,38.18,15542,,5499,,6553,37.84,0.0,42.06,,,,4000.0,38.18,,,,,,,,,38.18,0.075
AGO,Assured Guaranty Ltd. Common Stock,N,N,,HM 08,Financial Services,441.0,Hamilton,,Bermuda,Insurance—Specialty,39.46434,0.026987601,964771,27.42,28.74,964771,0.8,710930,2501459712.0,1147179,28.33,0.0,50.77,7.6137567,1.66,0.0292,900.0,29.57,2.874,3.78,,69.377,3363930.0,3.05,83009278.0,2672738816.0,28.74,0.2
AGR,"Avangrid, Inc. Common Stock",N,N,,06477,Utilities,6600.0,Orange,CT,United States,Utilities—Regulated Electric,47.90625,0.041825093,602685,42.08,42.84,602685,1.76,786836,13256314880.0,897996,42.3,42.94,57.24,17.800829,,0.0418,900.0,43.19,3.496,2.41,,49.598,2360989.0,3.22,55951623.0,21974552576.0,42.84,0.44
AGT,iShares MSCI Argentina and Global Exposure ETF,Z,Y,,,,,,,,,19.024588,,1385,19.2209,18.85,1385,,639,,8874,18.73,21.0,29.0,,,,800.0,19.2065,,,,,,,,,18.85,0.082
AGX,"Argan, Inc. Common Stock",N,N,,20850,Industrials,1154.0,Rockville,MD,United States,Engineering & Construction,39.04147,0.026497085,147214,37.74,38.61,147214,1.0,313479,578865024.0,172835,36.62,45.21,47.73,9.20398,,0.026500002,800.0,38.65,0.988,4.02,,21.698,401411.0,1.87,13912410.0,236061008.0,38.61,0.25
AGYS,"Agilysys, Inc. - Common Stock",Q,N,N,30005,Technology,936.0,Alpharetta,GA,United States,Software—Application,24.091764,,220442,20.07,20.33,220442,,228050,470356096.0,284695,19.31,0.0,37.17,251.25002,,,2900.0,20.365,2.582,0.08,,4.171,1309410.0,5.07,18923832.0,407236992.0,20.33,0.03
AGZ,iShares  Agency Bond ETF,P,Y,,,,,,,,,118.20824,,48471,121.07,120.9,48471,,54951,,126767,120.9,121.05,126.96,,,,800.0,121.13,,,,,,,,,120.9,0.156
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,Q,Y,N,,,,,,,,47.324924,,7228,46.61,46.6,7228,,7391,,21759,46.5066,46.71,48.28,,,,1100.0,46.71,,,,,,,,,46.6,0.085
AHC,A.H. Belo Corporation (TX) Common Stock,N,N,,75201,Communication Services,830.0,Dallas,TX,United States,Publishing,2.365,0.20273694,42571,1.5784,1.58,42571,0.16,57825,34898952.0,80187,1.595,1.66,3.98,3.6222224,7.35,0.0967,3100.0,1.66,0.054,0.45,,2.697,35548.0,0.31,18340811.0,9901468.0,1.58,0.08
AHH,"Armada Hoffler Properties, Inc. Common Stock",N,N,,23462,Real Estate,169.0,Virginia Beach,VA,United States,REIT—Diversified,14.581764,0.09895227,545757,8.59,8.85,545757,,636613,719326272.0,596948,8.74,9.39,19.43,22.560976,5.5,,800.0,9.25,6.004,0.41,,7.34,1160652.0,1.95,55567773.0,1793965696.0,8.85,0.22
AHT,Ashford Hospitality Trust Inc Common Stock,N,N,,75254,Real Estate,,Dallas,TX,United States,REIT—Hotel & Motel,1.8502941,0.25302222,1480128,0.7114,0.8006,1480128,,1942256,86373816.0,1249500,0.735,0.8162,4.65415,-0.29138297,9.6,,1000.0,0.8399,2.828,-2.82,,1.874,2086590.0,1.96,90965254.0,4026042368.0,0.8006,0.06
AIA,iShares Asia 50 ETF,Q,Y,N,,,,,,,,61.557648,,109357,58.94,59.01,109357,,262399,,124906,58.3136,199999.98,69.35,,,,800.0,59.01,,,,,,,,,59.01,1.06
AIEQ,AI Powered Equity ETF,P,Y,,,,,,,,,26.71883,,18271,26.8454,26.83,18271,,16343,,32129,26.2,35.0,30.36,,,,1000.0,26.92,,,,,,,,,26.83,0.06
AIF,Apollo Tactical Income Fund Inc. Common Stock,N,N,,10019,Financial Services,,New York,NY,United States,Asset Management,13.625588,0.1035443,58228,11.85,11.93,58228,1.17,38841,173568000.0,112508,11.9,12.02,15.89,11.320755,8.37,0.0986,1200.0,12.02,10.477,1.06,,16.852,48995.0,0.48,,291065888.0,11.93,0.081
AIIQ,AI Powered International Equity ETF,P,Y,,,,,,,,,24.477316,,7185,24.3265,24.095,7185,,1868,,2214,24.095,0.0,27.61,,,,1000.0,24.4492,,,,,,,,,24.095,0.328
AIMC,Altra Industrial Motion Corp. - Common Stock,Q,N,N,02184,Industrials,9200.0,Braintree,MA,United States,Specialty Industrial Machinery,28.973162,0.022621425,378642,30.06,30.96,378642,0.16,408036,2106849024.0,620796,30.4868,0.0,38.43,13.579166,1.94,0.0053,1000.0,32.73,1.816,2.4,,27.215,916811.0,1.52,63884938.0,3242877184.0,30.96,0.17
AIN,Albany International Corporation Common Stock,N,N,,03867,Consumer Cyclical,4600.0,Rochester,NH,United States,Textile Manufacturing,65.14897,0.012237473,193414,60.47,62.21,193414,0.76,299802,2098531072.0,315861,61.22,75.0,92.05,20.303125,1.31,0.0126,900.0,65.05,1.971,3.2,,20.636,745217.0,2.72,30399145.0,2046729984.0,62.21,0.19
AIQ,Global X Future Analytics Tech ETF,Q,Y,N,,,,,,,,17.57267,,20142,19.16,19.0,20142,,25590,,24408,18.55,19.15,19.97,,,,1200.0,19.19,,,,,,,,,19.0,0.036
AIR,AAR Corp. Common Stock,N,N,,60191,Industrials,5650.0,Wood Dale,IL,United States,Aerospace & Defense,33.2675,0.015576324,351857,19.26,20.32,351857,0.3,514265,746591936.0,483795,19.91,21.9,52.78,22.62766,0.93,0.0156,800.0,21.31,0.396,0.94,,26.886,1144240.0,2.73,32661887.0,878150272.0,20.32,0.075
AIRR,First Trust RBA American Industrial Renaissance ETF,Q,Y,N,,,,,,,,25.188646,,13528,23.1456,23.71,13528,,17935,,31845,23.44,27.99,29.69,,,,900.0,24.26,,,,,,,,,23.71,0.05
AIRT,"Air T, Inc. - Common Stock",Q,N,N,28037,Industrials,769.0,Denver,NC,United States,Integrated Freight & Logistics,17.013163,,2171,11.5,11.6,2171,,4769,34951200.0,4920,11.74,12.86,24.5,,,,1000.0,12.81,0.472,,,7.687,1391.0,0.6,1078215.0,128829808.0,11.6,0.2
AIT,"Applied Industrial Technologies, Inc. Common Stock",N,N,,44115,Industrials,6471.0,Cleveland,OH,United States,Industrial Distribution,58.020588,0.021466598,163471,58.23,59.98,163471,1.28,212772,2322419968.0,270211,59.08,59.99,70.62,20.27027,2.1,0.021300001,800.0,60.39,0.868,2.96,,21.458,605532.0,2.65,38234775.0,2953868032.0,59.98,0.32
AIZ,"Assurant, Inc. Common Stock",N,N,,10005,Financial Services,14000.0,New York,NY,United States,Insurance—Specialty,119.079414,0.02392298,548942,102.83,107.08,548942,2.52,362404,6225910784.0,593687,103.27,116.89,142.61,9.902277,2.09,0.0241,900.0,107.11,0.744,10.54,,89.89,2303591.0,5.16,59006218.0,7477342720.0,107.08,0.63
AIZP,"Assurant, Inc. 6.50% Series D Mandatory Convertible Preferred Stock, $1.00 par value",N,N,,10005,Financial Services,14000.0,New York,NY,United States,Insurance—Specialty,118.50459,0.023339659,33342,105.4,107.69,33342,6.5,19841,6250643968.0,34870,106.1608,119.25,138.62,,,0.0617,800.0,106.72,0.761,,,89.89,,,59006218.0,7647947776.0,107.69,1.625
AJG,Arthur J. Gallagher & Co. Common Stock,N,N,,60008,Financial Services,34000.0,Rolling Meadows,IL,United States,Insurance Brokers,91.60581,0.018835247,1034900,92.38,94.06,1034900,1.8,973441,17790240768.0,1487772,92.85,93.51,109.46,22.391407,2.58,0.019199999,900.0,94.5,3.139,4.19,,26.524,2538709.0,1.73,187749441.0,21424754688.0,94.06,0.45
AJRD,"Aerojet Rocketdyne Holdings, Inc. Common Stock",N,N,,90245,Industrials,4814.0,El Segundo,CA,United States,Aerospace & Defense,45.68875,,918557,41.3,42.32,918557,,511739,3488204800.0,769996,41.97,44.14,57.27,22.548222,,,1200.0,44.44,1.517,1.97,,7.948,5005208.0,8.64,72123609.0,2982382592.0,42.32,0.03
AJX,Great Ajax Corp. Common Stock,N,N,,97005,Real Estate,,Beaverton,OR,United States,REIT—Mortgage,11.99875,0.15159313,157028,8.16,8.47,157028,0.68,114001,193002400.0,261593,8.18,8.5,15.96,7.385965,7.95,0.0833,800.0,8.49,24.17,1.14,,14.487,489862.0,2.05,22267743.0,1356360704.0,8.47,0.17
AKR,Acadia Realty Trust Common Stock,N,N,,10580,Real Estate,118.0,Rye,NY,United States,REIT—Retail,20.448015,0.09253247,657642,12.32,12.69,657642,1.16,641001,1093340416.0,1085262,12.23,0.0,29.55,70.55555,3.78,0.0942,800.0,13.03,12.057,0.18,,16.682,1785042.0,1.58,85429527.0,3659005184.0,12.69,0.29
AL,Air Lease Corporation Class A Common Stock,N,N,,90067,Industrials,117.0,Los Angeles,CA,United States,Rental & Leasing Services,36.132355,0.020336606,1621714,28.52,29.36,1621714,0.6,1433662,3454747136.0,2223450,28.8,30.42,49.96,5.9029126,0.86,0.021,800.0,30.45,8.152,5.15,,50.478,7727355.0,4.33,96671947.0,16810832896.0,29.36,0.15
ALB,Albemarle Corporation Common Stock,N,N,,28209,Basic Materials,6000.0,Charlotte,NC,United States,Specialty Chemicals,69.87088,0.019858535,1499728,74.93,76.39,1499728,1.54,1567403,7978178048.0,1777329,74.04,76.25,99.4,14.599222,1.65,0.020499999,1100.0,79.13,2.782,5.14,,36.475,14953312.0,9.86,105708345.0,9725162496.0,76.39,0.385
ALCO,"Alico, Inc. - Common Stock",Q,N,N,33913,Consumer Defensive,235.0,Fort Myers,FL,United States,Farm Products,32.44772,0.009836066,32142,30.5,30.91,32142,0.36,36352,233716352.0,24338,30.07,0.0,38.25,,0.78,0.0117999995,1300.0,31.63,3.034,,,26.455,41474.0,1.94,4329890.0,365526496.0,30.91,0.09
ALEX,"Alexander & Baldwin, Inc. Common Stock REIT Holding Company",N,N,,96801,Real Estate,793.0,Honolulu,HI,United States,REIT—Diversified,17.290148,0.063144326,392814,11.64,11.83,392814,0.76,681778,921907840.0,600496,11.83,0.0,25.38,24.519232,,0.057800002,800.0,12.77,4.126,0.52,,15.321,1078382.0,2.09,71211064.0,1618985344.0,11.83,0.19
ALFA,AlphaClone Alternative Alpha ETF,Z,Y,,,,,,,,,54.46103,,2271,53.7471,54.34,2271,,419,,5420,54.34,59.55,63.01,,,,1400.0,54.71,,,,,,,,,54.34,0.092
ALG,"Alamo Group, Inc. Common Stock",N,N,,78155,Industrials,4270.0,Seguin,TX,United States,Farm & Heavy Construction Machinery,108.89382,0.005012788,75342,97.75,100.0,75342,0.52,114103,1269990272.0,66395,98.18,106.96,132.96,16.248861,0.49,0.0053,800.0,107.99,1.355,6.59,,47.986,270514.0,5.13,11492566.0,1587944960.0,100.0,0.13
ALGT,Allegiant Travel Company - Common Stock,Q,N,N,89144,Industrials,4436.0,Las Vegas,NV,United States,Airlines,132.04088,0.020732548,397871,101.29,108.71,397871,,666261,1774882944.0,369145,101.55,109.6,183.26,13.168269,1.63,,1100.0,116.3,1.223,8.32,,55.193,1892280.0,7.16,11132187.0,2200249344.0,108.71,0.7
ALK,"Alaska Air Group, Inc. Common Stock",N,N,,98188,Industrials,22473.0,Seattle,WA,United States,Airlines,50.850513,0.040679418,3780785,35.03,38.53,3780785,,5480636,4381188096.0,3512004,34.4301,35.77,72.22,9.405264,1.74,,1100.0,39.47,0.639,3.8,,32.753,3074514.0,1.0,121995736.0,5455561216.0,38.53,0.375
ALL,Allstate Corporation (The) Common Stock,N,N,,60062-6127,Financial Services,45780.0,Northbrook,IL,United States,Insurance—Property & Casualty,106.18346,0.021690588,2161357,94.05,96.41,2161357,2.16,2677367,30698557440.0,2565000,94.53,101.87,125.92,9.099628,1.81,0.0221,900.0,97.75,0.783,10.74,,70.486,3079838.0,1.3,312385315.0,34254761984.0,96.41,0.54
ALLE,Allegion plc Ordinary Shares,N,N,,2,Industrials,11000.0,Dublin,,Ireland,Security & Protection Services,113.195366,0.011573126,760642,97.64,99.6,760642,1.28,844758,9132566528.0,903364,97.68,134.27,139.24,22.354403,0.78,0.0128999995,1400.0,100.41,3.713,4.43,,6.629,4404495.0,5.69,91805237.0,10671063040.0,99.6,0.32
ALLY,Ally Financial Inc. Common Stock,N,N,,48226,Financial Services,8700.0,Detroit,MI,United States,Credit Services,24.360073,0.030141843,5290542,16.92,17.95,5290542,0.76,6223694,6940701696.0,7228267,17.56,19.1,35.42,6.5724382,,0.040900003,2900.0,18.635,7.236,2.83,,36.115,10140905.0,1.34,373765927.0,40316682240.0,17.95,0.19
ALOT,"AstroNova, Inc. - Common Stock",Q,N,N,02893,Technology,365.0,West Warwick,RI,United States,Computer Hardware,10.844853,0.04494382,62871,6.23,6.4,62871,,58112,44782068.0,47570,6.18,0.0,26.97,11.267857,1.88,,900.0,6.45,0.502,0.56,,10.107,152381.0,4.16,6397094.0,66964968.0,6.4,0.07
ALRS,Alerus Financial Corporation - Common Stock,Q,N,N,58201,Financial Services,789.0,Grand Forks,ND,United States,Banks—Regional,19.698015,0.032222223,23157,18.0,18.03,23157,0.6,21442,314915936.0,24000,17.77,0.0,24.0,19.378948,2.41,0.033299997,800.0,18.41,0.903,0.95,,17.164,44762.0,2.23,12925385.0,165160448.0,18.03,0.15
ALSK,"Alaska Communications Systems Group, Inc. - Common Stock",Q,N,N,99503,Communication Services,572.0,Anchorage,AK,United States,Telecom Services,1.919853,,464885,2.62,2.68,464885,,244886,138186864.0,208901,2.55,2.75,2.75,23.454544,,,800.0,2.68,1.467,0.11,,3.137,20935.0,0.15,41463010.0,341988768.0,2.68,0.09
ALSN,"Allison Transmission Holdings, Inc. Common Stock",N,N,,46222-3271,Consumer Cyclical,3700.0,Indianapolis,IN,United States,Auto Parts,41.212646,0.016406456,817985,37.79,38.67,817985,0.64,676086,4372027392.0,1305564,38.15,38.95,49.73,9.755051,1.66,0.0166,800.0,39.02,2.529,3.96,,6.123,3348230.0,3.39,112149033.0,6727466496.0,38.67,0.17
ALTS,ProShares Morningstar Alternatives Solution ETF,Z,Y,,,,,,,,,35.93095,,428,34.2635,34.44,428,,2,,864,34.4855,0.0,38.81,,,,800.0,34.4855,,,,,,,,,34.44,0.101
ALTY,Global X SuperDividend Alternatives ETF,Q,Y,N,,,,,,,,12.5779705,,9757,10.745,10.95,9757,,13327,,17072,10.67,0.0,15.25,,,,1200.0,10.9799,,,,,,,,,10.95,0.098
ALV,"Autoliv, Inc. Common Stock",N,N,,111 64,Consumer Cyclical,60260.0,Stockholm,,Sweden,Auto Parts,69.12331,0.03752459,426585,66.09,68.07,426585,,629246,5843166208.0,810814,66.5929,65.88,87.01,11.4982815,2.47,,800.0,68.77,0.866,5.82,,23.26,2237406.0,2.55,78790159.0,7121879552.0,68.07,0.62
ALX,"Alexander's, Inc. Common Stock",N,N,,07652,Real Estate,69.0,Paramus,NJ,United States,REIT—Retail,304.2353,0.06934012,14828,259.59,265.3,14828,18.0,29428,1349652480.0,15120,261.95,295.97,394.7,20.312069,4.4,0.069299996,900.0,269.42,8.805,13.01,,46.028,31498.0,2.78,2122079.0,1969485184.0,265.3,4.5
ALYA,Alithya Group inc. - Class A subordinate voting shares,Q,N,N,H3B 5M2,Technology,2000.0,Montreal,QC,Canada,Information Technology Services,2.3063235,,7457,1.69,1.69,7457,,3098,95386136.0,8120,1.67,0.0,3.19,15.363637,,,900.0,1.72,,0.11,,0.813,54279.0,7.22,41442828.0,102747936.0,1.69,1.15
AM,Antero Midstream Corporation Common Stock,N,N,,80202,Energy,547.0,Denver,CO,United States,Oil & Gas Midstream,4.7280884,0.2721239,7095028,4.52,4.58,7095028,1.23,4297273,2206167296.0,9210761,4.46,4.75,13.12,4.495146,,0.286,3000.0,4.715,4.83,1.03,,5.401,34292017.0,3.16,312362199.0,5095515136.0,4.58,0.308
AMAL,Amalgamated Bank - Class A Common Stock,Q,N,N,10001,Financial Services,398.0,New York,NY,United States,Banks—Regional,15.142795,0.01793722,54857,11.15,11.52,54857,0.32,42126,378513664.0,123174,11.44,199999.98,20.0,11.305555,,0.0287,800.0,12.27,0.347,1.08,,15.262,113827.0,1.03,14829923.0,66311172.0,11.52,0.08
AMAT,"Applied Materials, Inc. - Common Stock",Q,N,N,95052,Technology,22700.0,Santa Clara,CA,United States,Semiconductor Equipment & Materials,55.980587,0.015415307,9010714,55.14,55.5907,9010714,0.88,9071585,51689414656.0,10770770,53.315,55.94,69.44,12.965518,1.52,0.0156,800.0,56.44,3.269,4.35,,9.841,21922595.0,2.31,912882670.0,50454769664.0,55.5907,0.22
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",N,N,,66211,Communication Services,3952.0,Leawood,KS,United States,Entertainment,5.8038235,0.12328767,5451685,5.11,5.48,5451685,0.12,7763765,583755200.0,9288812,5.11,0.0,12.49,-5.894737,5.22,0.0235,2200.0,5.65,1.922,-0.95,,11.692,24185611.0,2.11,42492283.0,10515293184.0,5.48,0.03
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,Q,Y,N,,,,,,,,27.674772,,1785,26.021,26.57,1785,,5113,,1751,26.2699,29.41,31.492,,,,1100.0,26.7002,,,,,,,,,26.57,0.168
AMCR,Amcor plc Ordinary Shares,N,N,,8050,Consumer Cyclical,50000.0,Zurich,,Switzerland,Packaging & Containers,9.569118,0.047546785,4944242,9.885,9.94,4944242,0.46,5862271,15523977216.0,9521283,9.72,9.9,11.77,14.499999,,0.0479,3200.0,9.94,1.736,0.68,,3.331,31996545.0,4.83,1566839464.0,20707536896.0,9.94,0.115
AME,"AMETEK, Inc.",N,N,,19312-1177,Industrials,18100.0,Berwyn,PA,United States,Specialty Industrial Machinery,89.34096,0.0067865625,1319985,88.41,90.0,1319985,0.72,1102203,21036619776.0,1984045,89.5,102.69,102.31,21.935408,0.66,0.007900001,900.0,91.83,4.242,4.18,,23.214,2397039.0,1.51,228344586.0,21519282176.0,90.0,0.18
AMG,"Affiliated Managers Group, Inc. Common Stock",N,N,,33401,Financial Services,4000.0,West Palm Beach,FL,United States,Asset Management,74.27486,0.018288327,351957,69.99,72.36,351957,0.97,328182,3422429184.0,680406,71.17,71.94,94.07,5.8854585,,0.0134000005,1000.0,73.32,2.559,12.31,,63.136,2044319.0,3.7,46655534.0,5640564736.0,72.36,0.01
AMGN,Amgen Inc. - Common Stock,Q,N,N,91320-1799,Healthcare,23400.0,Thousand Oaks,CA,United States,Drug Manufacturers—General,225.16507,0.026753597,3317642,222.4,222.32,3317642,6.4,2932075,132243800064.0,3481306,217.465,227.85,244.99,13.224117,2.51,0.028499998,800.0,225.13,6.758,17.0,,16.131,7880846.0,2.67,586935607.0,161968259072.0,222.32,1.6
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,N,N,,91301,Real Estate,1324.0,Agoura Hills,CA,United States,REIT—Residential,25.55294,0.008019246,2325128,24.94,25.53,2325128,0.2,1504449,7436498944.0,3439679,24.47,24.6,29.89,95.03846,0.97,0.0081,800.0,25.53,9.585,0.26,,17.744,7715798.0,2.73,255429478.0,11058756608.0,25.53,0.05
AMJ,JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN,P,N,,,,,,,,,16.861029,,1765014,14.92,15.07,1765014,,1511349,,4342801,14.65,15.0,25.89,,,,1100.0,15.16,,,,,,,,,15.07,0.433
AMLP,Alerian MLP ETF,P,Y,,,,,,,,,32.417866,,4833257,27.06,27.36,4833257,,2433257,,9141217,26.56,27.39,50.85,,,,800.0,27.5141,,,,,,,,,27.36,0.75
AMNB,"American National Bankshares, Inc. - Common Stock",Q,N,N,24541,Financial Services,355.0,Danville,VA,United States,Banks—Regional,31.370514,0.041864138,19028,25.32,26.39,19028,1.08,23355,298375456.0,31166,25.36,0.0,41.5,14.718919,3.05,0.0427,1000.0,27.49,2.643,1.85,,29.504,50343.0,1.4,10530207.0,255882496.0,26.39,0.27
AMOM,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF,P,Y,,,,,,,,,25.712587,,457,27.5894,27.123,457,,281,,383,27.123,30.72,28.07,,,,1000.0,27.123,,,,,,,,,27.123,1.43
AMOT,"Allied Motion Technologies, Inc. - Common Stock",Q,N,N,14228,Technology,1700.0,Amherst,NY,United States,Electronic Components,38.235073,0.0033755274,49742,35.55,36.49,49742,0.12,40413,377895232.0,58788,36.14,0.0,49.98,19.705584,0.37,0.0034,1200.0,39.15,1.169,1.97,,12.531,71767.0,1.25,7534347.0,432101664.0,36.49,0.03
AMOV,"America Movil, S.A.B. de C.V. Class A American Depositary Shares",N,N,,11529,Communication Services,189348.0,Mexico City,DF,Mexico,Telecom Services,14.4252205,0.0011895911,3428,13.45,13.19,3428,0.37,8371,43857920000.0,7769,13.19,13.91,17.94,,3.26,0.0273,1100.0,13.51,,,,2.22,6950.0,0.97,1687065074.0,41445715968.0,13.19,0.178
AMP,"Ameriprise Financial, Inc. Common Stock",N,N,,55474,Financial Services,12500.0,Minneapolis,MN,United States,Asset Management,142.63736,0.027706372,919685,140.04,147.18,919685,4.16,945999,17888116736.0,1213114,143.68,148.99,180.85,8.808434,2.52,0.028499998,1100.0,148.5657,0.674,16.6,,54.71,2193194.0,2.23,121894387.0,8598781952.0,147.18,1.04
AMPY,Amplify Energy Corp. Common Stock,N,N,,77002,Energy,230.0,Houston,TX,United States,Oil & Gas E&P,3.8403676,0.4385965,830685,1.14,1.16,830685,0.5,653015,40947376.0,748104,1.05,1.84,7.91,-1.2823529,,0.3731,1400.0,1.16,1.259,-0.85,,1.653,1729010.0,2.1,19952658.0,338040032.0,1.16,0.1
AMRB,American River Bankshares - Common Stock,Q,N,N,95670,Financial Services,99.0,Rancho Cordova,CA,United States,Banks—Regional,12.64272,0.025515212,10514,10.19,10.0,10514,0.28,65791,60367476.0,12300,9.999,0.0,16.43,11.208791,,0.028099999,800.0,10.2,2.106,0.91,,14.812,1841.0,0.61,4314018.0,51806408.0,10.0,0.07
AMRK,"A-Mark Precious Metals, Inc. - Common Stock",Q,N,N,90245,Financial Services,179.0,El Segundo,CA,United States,Capital Markets,10.631132,0.0,18414,16.89,16.98,18414,,33169,120308112.0,29104,16.465,21.83,17.69,24.797102,,,800.0,17.46,0.127,0.69,,11.801,4236.0,0.15,4014817.0,588758272.0,16.98,0.08
AMS,American Shared Hospital Services Common Stock,A,N,,94111-4107,Healthcare,14.0,San Francisco,CA,United States,Medical Care Facilities,2.093603,,18900,1.71,1.75,18900,,18120,10067760.0,21840,1.73,1.87,3.3,,,,900.0,1.77,1.411,,,4.563,12568.0,0.43,3625588.0,28002800.0,1.75,0.048
AMSF,"AMERISAFE, Inc. - Common Stock",Q,N,N,70634-6004,Financial Services,431.0,DeRidder,LA,United States,Insurance—Specialty,64.85934,0.016265348,130842,62.71,63.64,130842,1.08,129737,1220516096.0,130132,63.01,0.0,80.65,21.654108,1.31,0.0172,800.0,64.56,3.011,2.92,,22.643,444433.0,3.57,18970795.0,1067036032.0,63.64,0.27
AMSWA,"American Software, Inc. - Class A Common Stock",Q,N,N,30305,Technology,428.0,Atlanta,GA,United States,Software—Application,15.288014,0.024242425,157542,18.15,17.96,157542,0.44,209021,606461504.0,183190,17.69,0.0,19.82,85.63637,3.69,0.0242,800.0,18.9,3.919,0.22,,3.738,652312.0,3.31,27619066.0,440755808.0,17.96,0.11
AMT,American Tower Corporation (REIT) Common Stock,N,N,,02116,Real Estate,5454.0,Boston,MA,United States,REIT—Specialty,230.27786,0.016234167,1986100,243.93,245.61,1986100,4.14,2160568,111717539840.0,2742054,241.83,260.99,260.43,51.64139,1.79,0.0164,1100.0,252.94,17.591,4.88,,8.198,3064886.0,1.18,441599707.0,136504123392.0,245.61,1.08
AMU,ETRACS Alerian MLP Index ETN,P,N,,,,,,,,,10.604191,,21800,9.36,9.41,21800,,25264,,85130,9.31,11.92,16.29,,,,1400.0,9.51,,,,,,,,,9.41,0.273
AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",P,N,,,,,,,,,10.64642,,26671,9.3913,9.31,26671,,20049,,20340,9.31,13.7,15.958,,,,1000.0,9.475,,,,,,,,,9.31,0.273
AMWD,American Woodmark Corporation - Common Stock,Q,N,N,22602,Consumer Cyclical,9300.0,Winchester,VA,United States,"Furnishings, Fixtures & Appliances",83.09345,,220871,59.2,62.34,220871,,246466,1099122560.0,169740,61.11,0.0,117.7,12.138318,,,1200.0,65.4,0.944,5.35,,40.725,180481.0,1.01,15651284.0,1565947392.0,62.34,0.09
AMX,"America Movil, S.A.B. de C.V. American Depository Receipt Series L",N,N,,11529,Communication Services,189348.0,Mexico City,DF,Mexico,Telecom Services,14.534559,0.0011949216,2653457,13.39,13.67,2653457,0.36,2077371,44347969536.0,4422674,13.28,0.0,18.04,11.724138,2.13,0.026600001,3000.0,13.67,,1.16,,2.22,5111640.0,0.72,1687065074.0,42072682496.0,13.67,0.178
